"","Name","Genre 1","Genre 2","Genre 3","All_Time_Peak","positive_ratings","negative_ratings"
"1866","Airships: Conquer the Skies","Action","Indie","Strategy",1313,2066,111
"1867","Nova Drift","Action","Indie","Early Access",1309,212,3
"1868","That's Mahjong!","Casual","Indie",NA,1309,55,31
"1869","Codename CURE","Action","Free to Play",NA,1308,11470,2426
"1870","Crab Dub","Casual","Indie",NA,1308,156,62
"1871","Night in the Woods","Adventure",NA,NA,1305,6770,402
"1872","Yonder: The Cloud Catcher Chronicles","Adventure","Indie",NA,1305,1671,373
"1873","TransOcean: The Shipping Company","Casual","Simulation","Strategy",1304,584,273
"1874","Street Fighter X Tekken","Action",NA,NA,1302,858,697
"1875","King Arthur's Gold","Action","Free to Play","Indie",1294,3127,643
"1876","Syberia","Adventure","Casual",NA,1292,2092,260
"1877","Phoenix Force","Action","Indie",NA,1291,486,93
"1878","Mahjong Magic Journey","Casual",NA,NA,1289,18,7
"1879","Age of Conan: Unchained","Action","Adventure","Free to Play",1286,874,397
"1880","March of the Eagles","Simulation","Strategy",NA,1286,143,65
"1881","Planet Alcatraz","RPG",NA,NA,1285,230,41
"1882","Letter Quest: Grimm's Journey Remastered","Casual","Indie",NA,1284,270,24
"1883","The Final Station","Action","Adventure","Indie",1284,3383,649
"1884","Tactical Monsters Rumble Arena","Adventure","Free to Play","Indie",1283,3480,387
"1885","Flix The Flea","Action","Indie",NA,1282,77,116
"1886","King's Bounty: Dark Side","RPG","Strategy",NA,1282,628,279
"1887","Viridi","Casual","Free to Play","Indie",1282,5524,575
"1888","Bus Simulator 16","Simulation",NA,NA,1280,1415,889
"1889","CastleStorm","Action","Indie","Strategy",1280,1104,129
"1890","Infested Planet","Action","Indie","Strategy",1280,1954,127
"1891","Machinarium","Adventure","Indie",NA,1279,5437,264
"1892","Judgment: Apocalypse Survival Simulation","Indie","Simulation","Strategy",1277,914,182
"1893","Tcheco in the Castle of Lucio","Action","Indie",NA,1276,477,53
"1894","Escape: VR","Indie",NA,NA,1273,113,20
"1895","Gone In November","Adventure","Indie",NA,1273,224,109
"1896","BERSERK and the Band of the Hawk","Sexual Content","Nudity","Violent",1271,931,258
"1897","Slasher's Keep","Action","Indie","RPG",1269,163,15
"1898","The Vagrant","Action","Adventure","Indie",1268,2776,307
"1899","Flight Control HD","Action","Casual",NA,1266,406,36
"1900","Catherine Classic","Adventure",NA,NA,1265,1073,187
"1901","Creature Clicker - Capture, Train, Ascend!","Action","Casual","Indie",1263,125,148
"1902","Dark Elf","Adventure","Indie","RPG",1263,2421,276
"1903","Nantucket","Adventure","Indie","RPG",1261,335,95
"1904","Starpoint Gemini Warlords","Action","RPG","Simulation",1260,1830,628
"1905","Carrier Command: Gaea Mission","Action","Strategy",NA,1259,362,442
"1906","Deponia","Adventure","Indie",NA,1257,7208,840
"1907","Return of the Obra Dinn","Adventure","Indie",NA,1256,3960,130
"1908","Distant Worlds: Universe","Simulation","Strategy",NA,1254,885,267
"1909","Guilty Gear X2 #Reload","Action",NA,NA,1251,390,47
"1910","Redemption: Eternal Quest","Casual","Indie","RPG",1251,42,39
"1911","Mother Russia Bleeds","Action","Indie",NA,1250,2562,422
"1912","Alien Shooter 2 Conscription","Action","Indie","RPG",1249,200,46
"1913","Hyperdimension Neptunia U: Action Unleashed","Action","RPG",NA,1249,2394,176
"1914","Control Craft 2","Action","Casual","Indie",1247,58,35
"1915","MY HERO ONE'S JUSTICE","Action",NA,NA,1243,673,137
"1916","Battlestar Galactica Deadlock","Strategy",NA,NA,1242,664,174
"1917","Styx: Shards of Darkness","Violent","Action","Adventure",1241,1532,388
"1918","Grand Theft Auto: Vice City","Action",NA,NA,1239,9817,819
"1919","Dungeon Escape","Action","Adventure","Indie",1238,375,108
"1920","STEINS;GATE","Adventure",NA,NA,1238,5720,130
"1921","Divinity II: Developer's Cut","RPG",NA,NA,1237,2001,441
"1922","Scythe: Digital Edition","Strategy",NA,NA,1237,284,105
"1923","Automation - The Car Company Tycoon Game","Simulation","Strategy","Early Access",1235,1529,295
"1924","Cave Story+","Action","Adventure","Indie",1235,5120,230
"1925","Swords and Soldiers HD","Action","Casual","Indie",1235,572,160
"1926","Beyond Magic","Adventure","Casual","Indie",1233,14,6
"1927","Mystic Saga","Adventure","Casual",NA,1233,86,46
"1928","ONE PIECE World Seeker","Action","Adventure",NA,1233,234,171
"1929","Through the Mirror","Action","Casual","Indie",1230,11,1
"1930","I Am Alive","Action","Adventure",NA,1228,1361,701
"1931","NEKOPARA Vol. 2","Sexual Content","Nudity","Casual",1228,8671,238
"1932","Receiver","Action","Indie","Simulation",1224,2627,695
"1933","SPACECOM","Indie","Strategy",NA,1223,261,97
"1934","Bloody Trapland","Action","Adventure","Casual",1221,2489,497
"1935","Caves of Qud","Adventure","Indie","RPG",1221,1498,46
"1936","10 Second Ninja X","Action","Indie",NA,1215,135,17
"1937","Machine Learning: Episode I","Action","Adventure","Free to Play",1215,29,16
"1938","Serious Sam HD: The First Encounter","Action","Indie",NA,1214,3950,269
"1939","Nuclear Throne","Action","Indie","RPG",1213,9694,405
"1940","Tick Tock: A Tale for Two","Adventure","Casual","Indie",1213,808,57
"1941","Sullen","Action","Indie",NA,1211,5,0
"1942","10,000,000","Action","Casual","Indie",1210,1573,187
"1943","Edge of Space","Action","Adventure","Indie",1210,996,1647
"1944","Frederic: Resurrection of Music","Action","Casual","Indie",1209,715,127
"1945","Tabletopia","Casual","Free to Play","Indie",1207,414,321
"1946","Rampage Knights","Action","Adventure","Indie",1206,2301,189
"1947","PULSAR: Lost Colony","Action","Adventure","Indie",1205,1989,212
"1948","Puzzle Cube","Casual","Indie",NA,1205,24,3
"1949","IOSoccer","Free to Play","Indie","Sports",1204,368,131
"1950","Star Merchant","Casual","Indie","Simulation",1204,29,22
"1951","Evoland","Adventure","Indie","RPG",1202,4437,906
"1952","Farnham Fables","Adventure","Casual","Indie",1202,237,84
"1953","RACE 07","Racing",NA,NA,1199,1684,348
"1954","Gone Home","Adventure","Indie",NA,1198,11893,3651
"1955","Hero","Action","Adventure","Indie",1198,2,4
"1956","Pro Cycling Manager 2014","Simulation",NA,NA,1198,158,82
"1957","THE KING OF FIGHTERS XIV STEAM EDITION","Action",NA,NA,1197,1531,365
"1958","Overcooked","Action","Casual","Indie",1195,6653,650
"1959","Bladed Fury","Action","Adventure","Casual",1191,1225,228
"1960","La-Mulana 2","Action","Adventure","Indie",1191,437,66
"1961","Square n Fair","Casual","Indie",NA,1191,10,2
"1962","Farm Frenzy: Heave Ho","Casual","Indie","Simulation",1188,45,3
"1963","Choose Wisely","Adventure","Indie","RPG",1186,16,2
"1964","Mortal Online","Action","Free to Play","Indie",1185,1362,1326
"1965","Rebuild 3: Gangs of Deadsville","Indie","Simulation","Strategy",1185,928,163
"1966","Double Action: Boogaloo","Action","Free to Play","Indie",1184,9252,786
"1967","Touhou Genso Wanderer -Reloaded- / 不可思议的幻想乡TOD -RELOADED- / 不思議の幻想郷TOD -RELOADED-","Adventure","Indie","RPG",1183,703,31
"1968","Hob","Action","Adventure","Indie",1179,2376,297
"1969","UBERMOSH","Action","Indie",NA,1179,1761,199
"1970","The Life Of Greather","Adventure","Indie","RPG",1178,14,23
"1971","Visage","Action","Adventure","Indie",1178,1124,163
"1972","Tannenberg","Action","Indie","Strategy",1177,3019,607
"1973","Cities in Motion","Simulation",NA,NA,1170,605,179
"1974","SHENZHEN I/O","Indie","Simulation",NA,1170,1682,62
"1975","Spellbind","Adventure","Indie","RPG",1170,3,9
"1976","NOBUNAGA'S AMBITION: Sphere of Influence","Strategy",NA,NA,1166,380,77
"1977","Ys Origin","Action","Adventure","RPG",1162,1811,91
"1978","Megadimension Neptunia VII","RPG","Strategy",NA,1161,2357,103
"1979","Boundless","Action","Adventure","Indie",1160,1153,486
"1980","Derail Valley","Indie","Simulation","Early Access",1159,276,34
"1981","LISA","Adventure","Indie","RPG",1158,7450,344
"1982","No Turning Back: The Pixel Art Action-Adventure Roguelike","Action","Adventure","Indie",1151,116,94
"1983","Realm Revolutions","Free to Play",NA,NA,1151,169,54
"1984","Roguelands","Action","Adventure","Indie",1150,2479,639
"1985","Sacred 2 Gold","RPG",NA,NA,1150,1177,495
"1986","Blitzkrieg 3","Strategy",NA,NA,1149,2714,1890
"1987","Realpolitiks","Strategy",NA,NA,1148,406,260
"1988","VERGE:Lost chapter","Gore","Action","Adventure",1146,110,140
"1989","Mosaics Galore","Casual",NA,NA,1142,31,6
"1990","Mount Your Friends","Indie","Simulation","Sports",1141,6341,329
"1991","Portal of Evil: Stolen Runes Collector's Edition","Adventure","Casual",NA,1141,153,18
"1992","Rusty Lake Paradise","Adventure","Indie",NA,1139,1004,63
"1993","Hitman: Blood Money","Action",NA,NA,1138,5864,391
"1994","Bad North","Action","Indie","Simulation",1136,684,182
"1995","Aerial Destruction","Action","Casual","Indie",1135,44,18
"1996","Half-Life 2: Episode One","Action",NA,NA,1132,7908,517
"1997","- Arcane Raise -","Adventure","Casual","Indie",1128,51,87
"1998","Epic Battle Fantasy 4","Adventure","RPG",NA,1128,2180,80
"1999","Picross Fairytale - nonogram: Red Riding Hood secret","Casual",NA,NA,1128,197,49
"2000","Transport Defender","Casual","Free to Play","Strategy",1125,192,58
"2001","BrainBread 2","Action","Adventure","Free to Play",1123,2334,1061
"2002","Modern Combat Versus","Action","Adventure","Free to Play",1123,2012,1610
"2003","Comedy Night","Casual","Indie","Simulation",1122,4195,1280
"2004","SteamWorld Heist","Action","Adventure","Indie",1120,2660,121
"2005","Dragonia","Action","RPG",NA,1118,4562,702
"2006","Redout: Enhanced Edition","Racing",NA,NA,1118,2546,369
"2007","武林志（Wushu Chronicles）","Adventure","Casual","Indie",1118,616,430
"2008","Crazy Machines 3","Simulation","Strategy",NA,1114,3158,130
"2009","Indie Game: The Movie","Indie",NA,NA,1114,1536,126
"2010","Trailer Park Boys: Greasy Money","Casual","Free to Play","Indie",1113,312,134
"2011","VTOL VR","Action","Indie","Simulation",1113,675,39
"2012","Star Traders: Frontiers","RPG",NA,NA,1111,1298,167
"2013","Solitaire Beach Season","Casual","Indie",NA,1110,27,11
"2014","#monstercakes","Casual","Indie",NA,1107,386,51
"2015","BlazBlue: Chronophantasma Extend","Action",NA,NA,1107,2014,180
"2016","Tribal Pass","Action","Adventure","Indie",1106,224,58
"2017","Goodbye Deponia","Adventure","Indie",NA,1103,1324,163
"2018","Deus Ex: Game of the Year Edition","Action",NA,NA,1102,6242,347
"2019","Z","Action","Strategy",NA,1102,605,224
"2020","Broken Sword 5 - the Serpent's Curse","Adventure",NA,NA,1101,1465,206
"2021","THE KING OF FIGHTERS XIII STEAM EDITION","Action",NA,NA,1100,4300,537
"2022","Day of the Tentacle Remastered","Adventure",NA,NA,1097,2404,73
"2023","Modern Combat 5","Action","Free to Play","Massively Multiplayer",1097,589,774
"2024","Trump Simulator 2017","Action","Casual","Indie",1094,88,96
"2025","Ballistic Overkill","Action","Casual","Indie",1091,4645,1475
"2026","Ironcast","Indie","RPG","Strategy",1089,511,122
"2027","SENRAN KAGURA ESTIVAL VERSUS","Action",NA,NA,1088,2837,127
"2028","Epic Clicker Journey","Adventure","Casual","Free to Play",1087,438,212
"2029","Gods Will Be Watching","Adventure","Indie",NA,1082,1630,659
"2030","This Book Is A Dungeon","Adventure","Indie",NA,1082,138,47
"2031","RIDE 3","Racing","Simulation","Sports",1080,464,233
"2032","King of Retail","Casual","Indie","Simulation",1079,10,1
"2033","Loading Screen Simulator","Casual","Free to Play","Indie",1079,5783,936
"2034","Car Mechanic Simulator 2014","Simulation",NA,NA,1078,3333,743
"2035","Takedown: Red Sabre","Action","Simulation","Strategy",1078,2136,3378
"2036","Binary Domain","Action",NA,NA,1077,4416,742
"2037","ibb & obb","Action","Adventure","Indie",1076,3125,211
"2038","Lost","Action","Adventure","Casual",1074,8,14
"2039","Legend of Himari","Casual","Indie",NA,1072,61,2
"2040","Thomas Was Alone","Indie",NA,NA,1072,7456,438
"2041","SimAirport","Casual","Indie","Simulation",1071,1369,398
"2042","Dino Run DX","Action","Indie","Racing",1070,590,49
"2043","Rift's Cave","Adventure","Indie","Early Access",1068,11,15
"2044","60 Seconds!","Adventure","Casual","Indie",1067,5528,1492
"2045","Real Pool 3D - Poolians","Casual","Free to Play","Indie",1065,612,236
"2046","Idle Adventure","Adventure","Free to Play","Indie",1062,237,97
"2047","IL-2 Sturmovik: Battle of Stalingrad","Action","Simulation",NA,1061,1571,653
"2048","Slash It 2","Action","Casual","Indie",1059,798,60
"2049","Feed and Grow: Fish","Action","Indie","Simulation",1056,1341,550
"2050","Panzer Corps","Strategy",NA,NA,1056,1054,93
"2051","Resident Evil: Operation Raccoon City","Action",NA,NA,1056,1171,1079
"2052","After All","Indie","RPG",NA,1055,6,6
"2053","LEGO® Batman™: The Videogame","Action","Adventure",NA,1052,1050,242
"2054","SENRAN KAGURA SHINOVI VERSUS","Action",NA,NA,1048,2991,160
"2055","The Lost Souls","Gore","Indie",NA,1048,53,65
"2056","Niche - a genetics survival game","Indie","Simulation","Strategy",1046,1992,307
"2057","Pixel Puzzles Junior","Adventure","Casual","Indie",1046,50,5
"2058","Drunken Wrestlers 2","Action","Casual","Free to Play",1045,385,86
"2059","Weird Hero","Action","Indie",NA,1044,86,19
"2060","Chasm","Action","Adventure","Indie",1043,485,227
"2061","Evoland 2","Action","Adventure","Indie",1043,2887,428
"2062","Evil Genius","Strategy",NA,NA,1041,1847,95
"2063","STAR WARS™: The Force Unleashed™ II","Action",NA,NA,1039,1880,1348
"2064","Curious Expedition","Adventure","Indie","RPG",1038,1716,208
"2065","Damned","Adventure",NA,NA,1038,2538,974
"2066","Dungeon Journey","Action","Adventure","Casual",1033,160,39
"2067","Alien Shooter TD","Action","Indie","Strategy",1032,335,56
"2068","Dead Effect","Action","Indie",NA,1032,2177,862
"2069","DLC Quest","Indie",NA,NA,1032,5434,718
"2070","Conan the mighty pig","Action","Adventure","Indie",1031,252,46
"2071","Alien Shooter","Action","Indie","RPG",1029,815,92
"2072","Zup!","Casual","Indie",NA,1029,5810,366
"2073","Hide and Shriek","Action","Free to Play",NA,1028,1839,472
"2074","One Finger Death Punch 2","Action","Casual","Indie",1027,736,25
"2075","Feral Fury","Violent","Gore","Action",1026,83,14
"2076","Sunrider: Mask of Arcadius","Free to Play","Indie","RPG",1024,2375,174
"2077","Age of Conquest IV","Free to Play","Indie","Strategy",1023,1229,334
"2078","Soccertron","Action","Indie","Sports",1022,32,9
"2079","Live2DViewerEX","Animation & Modeling","Utilities","Early Access",1021,665,91
"2080","Attempt[42]","Action","Casual","Indie",1020,38,40
"2081","Football, Tactics & Glory","Indie","Simulation","Sports",1020,1774,172
"2082","Battle for Wesnoth","Free to Play","Indie","Strategy",1019,1119,84
"2083","LEGO® Harry Potter: Years 1-4","Action","Adventure",NA,1018,1672,460
"2084","Pogostuck: Rage With Your Friends","Action","Adventure","Casual",1018,324,95
"2085","Polygoneer","Casual","Indie",NA,1018,70,5
"2086","Razenroth","Action","Indie","RPG",1018,380,84
"2087","Cube Land Arena","Indie","Strategy",NA,1017,38,42
"2088","We Were Here Too","Adventure","Casual","Indie",1017,1347,384
"2089","Broken Armor","Action","Indie",NA,1016,35,23
"2090","God Awe-full Clicker","Casual","Free to Play","Indie",1015,150,81
"2091","Ninja Stealth","Casual","Indie","Strategy",1015,181,90
"2092","The Bridge","Casual","Indie","Strategy",1015,2950,374
"2093","Reflex","Action","Casual","Indie",1014,162,41
"2094","Eldevin","Casual","Free to Play","Indie",1013,1090,301
"2095","Solitaire Christmas. Match 2 Cards","Casual",NA,NA,1013,44,18
"2096","Tormentor❌Punisher","Action","Indie",NA,1012,291,38
"2097","Circle Empires","Casual","Indie","Strategy",1011,761,132
"2098","Panzer Warfare","Action","Casual","Indie",1011,40,17
"2099","Sophie's Curse","Casual","Indie","Simulation",1011,316,59
"2100","Reassembly","Action","Indie","Strategy",1010,2258,173
"2101","Townopolis","Casual","Indie","Simulation",1010,41,22
"2102","Dungeons of Betrayal","Adventure","Indie","RPG",1008,2,1
"2103","Sid Meier's Railroads!","Strategy",NA,NA,1008,1114,570
"2104","Toaster Jam","Casual","Indie",NA,1008,31,1
"2105","Golden Swords","Adventure","Indie","RPG",1004,37,40
"2106","Hero of the Kingdom","Adventure","Casual","Indie",1003,2936,237
"2107","Zombie Driver HD","Violent","Gore","Action",1003,2050,381
"2108","Ash of Gods: Redemption","Adventure","Indie","RPG",1002,1007,256
"2109","Battle Islands","Free to Play","Simulation","Strategy",1002,2565,799
"2110","Tricky Towers","Casual","Indie",NA,1002,3449,378
"2111","HoPiKo","Action","Casual","Indie",1001,110,34
"2112","Montaro","Casual","Indie",NA,1001,10099,485
"2113","Zombie Wars: Invasion","Casual","Indie","Strategy",1001,47,39
"2114","Project First Contact","Action","Adventure","Indie",1000,26,43
"2115","Train Valley","Casual","Indie","Simulation",1000,1617,204
"2116","Hot Dogs, Horseshoes & Hand Grenades","Action","Indie","Simulation",992,3054,99
"2117","Kingdom Rush Frontiers","Indie","Strategy",NA,981,2504,109
"2118","Bit Heroes","Adventure","Free to Play","Massively Multiplayer",977,672,216
"2119","Just Shapes & Beats","Action","Indie",NA,966,1980,63
"2120","Eastside Hockey Manager","Simulation","Sports",NA,964,723,137
"2121","侠客风云传(Tale of Wuxia)","Adventure","Casual","RPG",963,2280,588
"2122","Zero Escape: The Nonary Games","Violent","Gore","Adventure",960,640,37
"2123","Power Hover","Action","Adventure","Indie",948,135,11
"2124","Zero-K","Free to Play","Indie","Simulation",946,873,87
"2125","Atom Fishing II","Free to Play","Indie","Massively Multiplayer",944,666,260
"2126","Mini World: Block Art","Adventure","Casual","Massively Multiplayer",939,255,79
"2127","Star Trek Timelines","Adventure","Free to Play","RPG",927,256,240
"2128","Call of War","Free to Play","Massively Multiplayer","Simulation",925,693,682
"2129","Prominence Poker","Free to Play","Massively Multiplayer","Simulation",912,1628,434
"2130","S.T.A.L.K.E.R.: Clear Sky","Action","RPG",NA,889,5550,903
"2131","SimplePlanes","Indie","Simulation",NA,885,4544,474
"2132","Primal Carnage: Extinction","Action","Indie",NA,874,2898,1123
"2133","Tales of Maj'Eyal","Adventure","Indie","RPG",867,2748,133
"2134","LEGO® DC Super-Villains","Action","Adventure",NA,866,295,46
"2135","Cold Waters","Indie","Simulation","Strategy",865,1347,271
"2136","F.E.A.R.","Action",NA,NA,865,6371,438
"2137","Fernbus Simulator","Simulation",NA,NA,865,1534,1348
"2138","King's Bounty: The Legend","RPG","Strategy",NA,862,1290,139
"2139","Icewind Dale: Enhanced Edition","Adventure","RPG","Strategy",856,710,123
"2140","Exanima","Action","Adventure","Indie",838,2804,806
"2141","Pinball FX3","Simulation",NA,NA,835,768,202
"2142","Worms Armageddon","Strategy",NA,NA,834,3517,231
"2143","LEGO® City Undercover","Action",NA,NA,833,779,327
"2144","RPG MO","Adventure","Free to Play","Indie",810,1721,477
"2145","mr.President Prologue Episode","Action","Indie","Simulation",801,44,33
"2146","RutonyChat","Animation & Modeling","Design & Illustration","Utilities",784,170,51
"2147","Space Rangers HD: A War Apart","Action","Adventure","RPG",778,3313,170
"2148","Hades' Star","Free to Play","Massively Multiplayer","Strategy",771,226,92
"2149","Armored Warfare","Action","Casual","Free to Play",767,495,332
"2150","Devil May Cry HD Collection","Action",NA,NA,767,1217,211
"2151","Software Inc.","Indie","Simulation","Strategy",766,2578,218
"2152","Zuma Deluxe","Casual",NA,NA,759,437,37
"2153","Stronghold HD","Simulation","Strategy",NA,755,2992,199
"2154","Through the Ages","Indie","Strategy",NA,747,434,55
"2155","Sid Meier's Civilization IV: Colonization","Strategy",NA,NA,729,330,95
"2156","Wizard And Minion Idle","RPG",NA,NA,729,48,10
"2157","Warspear Online","Free to Play","Massively Multiplayer","RPG",704,605,270
"2158","Treasure Hunter Claire","Adventure","Indie","RPG",702,682,66
"2159","The Deed: Dynasty","Adventure","Indie","RPG",699,273,41
"2160","Rabi-Ribi","Action","Adventure","Casual",693,6496,167
"2161","World of Warplanes","Action","Free to Play","Massively Multiplayer",688,251,173
"2162","The Horus Heresy: Legions","Free to Play","Strategy",NA,685,155,65
"2163","Super Bunny Man","Action","Indie","Early Access",684,140,26
"2164","Project: Gorgon","Indie","Massively Multiplayer","RPG",677,594,107
"2165","Twilight Struggle","Simulation","Strategy",NA,672,790,128
"2166","Heroes of Might & Magic V: Tribes of the East","Strategy",NA,NA,669,759,66
"2167","Dungeon Painter Studio","Design & Illustration","Early Access",NA,665,428,93
"2168","Sniper Fury","Action","Free to Play",NA,664,689,984
"2169","Pharaoh + Cleopatra","Simulation","Strategy",NA,662,399,75
"2170","Arizona Sunshine","Action","Adventure","Indie",658,3164,550
"2171","War Planet Online: Global Conquest","Free to Play","Massively Multiplayer","Strategy",650,118,125
"2172","THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION","Action",NA,NA,640,880,163
"2173","Runes of Magic","Action","Adventure","Free to Play",625,142,142
"2174","Controller Companion","Utilities",NA,NA,623,1603,149
"2175","Trainz Railroad Simulator 2019","Simulation",NA,NA,623,39,40
"2176","Half-Life: Opposing Force","Action",NA,NA,620,5250,288
"2177","To the Moon","Adventure","Indie","RPG",615,42115,1423
"2178","iRacing","Massively Multiplayer","Racing","Simulation",612,747,140
"2179","Total Annihilation","Strategy",NA,NA,608,1274,56
"2180","One Hour One Life","Indie","Massively Multiplayer","Simulation",599,875,212
"2181","THE KING OF FIGHTERS 2002 UNLIMITED MATCH","Action",NA,NA,589,903,78
"2182","SpedV","Simulation",NA,NA,588,12,4
"2183","Mighty Party","Action","Adventure","Free to Play",577,832,486
"2184","Guns, Gore and Cannoli 2","Action","Adventure",NA,568,1121,75
"2185","Ymir","Indie","Simulation","Strategy",564,332,75
"2186","NARUTO: Ultimate Ninja STORM","Action","Adventure",NA,550,469,314
"2187","Karos","Free to Play","Massively Multiplayer","RPG",539,183,154
"2188","Pixel Gladiator","Action","Indie",NA,531,152,39
"2189","LEGO® Batman™ 2: DC Super Heroes","Action","Adventure",NA,523,969,129
"2190","Vagante","Action","Adventure","Indie",518,1662,195
"2191","Trophy Fishing 2","Free to Play","Simulation","Sports",515,405,198
"2192","侠客风云传前传(Tale of Wuxia:The Pre-Sequel)","Adventure","RPG","Strategy",510,577,335
"2193","My Free Zoo","Casual","Free to Play","Simulation",509,79,98
"2194","Darkest Hour: A Hearts of Iron Game","Strategy",NA,NA,502,1075,144
"2195","Clickteam Fusion 2.5","Animation & Modeling","Education","Utilities",495,616,71
"2196","NAVYFIELD","Free to Play","Massively Multiplayer","RPG",495,207,100
"2197","STAR WARS™ Galactic Battlegrounds Saga","Action","Strategy",NA,485,1196,196
"2198","Krita","Animation & Modeling","Design & Illustration","Photo Editing",483,119,38
"2199","Operation: New Earth","Free to Play","Massively Multiplayer","Simulation",473,167,166
"2200","GameMaker Studio 2 Desktop","Animation & Modeling","Design & Illustration","Education",470,331,104
"2201","MUSYNX","Indie","Simulation",NA,458,867,174
"2202","War Rock","Action","Casual","Free to Play",449,137,178
"2203","Train Valley 2","Casual","Indie","Simulation",448,475,51
"2204","Tank Force","Action","Free to Play","Simulation",434,604,378
"2205","Katamari Damacy REROLL","Action","Casual",NA,433,559,58
"2206","Peggle Deluxe","Casual",NA,NA,428,1106,66
"2207","Virtual Desktop","Utilities",NA,NA,425,723,316
"2208","McOsu","Indie",NA,NA,423,1170,150
"2209","The Drone Racing League Simulator","Action","Racing","Simulation",421,315,113
"2210","LoveBeat","Action","Casual","Free to Play",406,674,243
"2211","King's Bounty: Crossworlds","RPG","Strategy",NA,404,492,47
"2212","Discord Bot Maker","Utilities","Web Publishing",NA,397,329,77
"2213","EMERGENCY 20","Simulation","Strategy",NA,389,180,75
"2214","Cossacks: Back to War","Strategy",NA,NA,384,1081,143
"2215","Hexcells Infinite","Casual","Indie","Strategy",384,1947,68
"2216","METAL SLUG X","Action",NA,NA,373,1544,164
"2217","Booty Calls","Casual","Free to Play","Indie",367,255,294
"2218","METAL SLUG","Action",NA,NA,354,1169,128
"2219","Zeus + Poseidon","Strategy",NA,NA,337,274,27
"2220","DashPanel","Utilities",NA,NA,336,32,10
"2221","Khan: Absolute Power","Action","Adventure","Free to Play",336,86,75
"2222","Godot Engine","Utilities",NA,NA,335,624,21
"2223","Splendor","Casual","Strategy",NA,329,92,37
"2224","LEGO® Harry Potter: Years 5-7","Adventure",NA,NA,326,628,104
"2225","Crawl","Action","Indie","RPG",319,3757,156
"2226","CLANNAD","Adventure","Casual",NA,312,1900,40
"2227","Fun Hospital","Casual","Free to Play","Indie",310,68,78
"2228","Trainz: A New Era","Simulation",NA,NA,303,831,423
"2229","Supreme Ruler Ultimate","Indie","Simulation","Strategy",302,437,166
"2230","White Day: A Labyrinth Named School","Action","Adventure","Indie",299,529,260
"2231","NavalArt","Indie","Simulation",NA,298,29,8
"2232","Master of Orion 2","Strategy",NA,NA,283,350,13
"2233","RPG Maker XP","Web Publishing",NA,NA,278,326,34
"2234","Bloons Adventure Time TD","Action","Strategy",NA,268,79,33
"2235","Strategic Command WWII: World at War","Strategy",NA,NA,263,54,13
"2236","The Fishing Club 3D","Casual","Free to Play","Sports",256,135,66
"2237","Rusted Warfare - RTS","Indie","Strategy",NA,249,519,25
"2238","Battle Tanks: Legends of World War II","Action","Casual","Free to Play",248,207,123
"2239","Lords of the Realm II","RPG","Strategy",NA,242,389,21
"2240","Home Design 3D","Simulation",NA,NA,240,464,147
"2241","Picross Touch","Casual","Free to Play","Indie",239,576,54
"2242","Sid Meier's Colonization (Classic)","Adventure","Simulation",NA,238,272,30
"2243","My Free Farm 2","Casual","Free to Play","Simulation",233,91,123
"2244","Star Realms","Strategy",NA,NA,233,492,128
"2245","Strategic Command WWII: War in Europe","Strategy",NA,NA,233,73,12
"2246","Super Jigsaw Puzzle: Generations","Casual","Free to Play","Indie",225,18,4
"2247","VoiceAttack","Utilities",NA,NA,216,155,10
"2248","My Little Farmies","Casual","Free to Play","Simulation",199,52,80
"2249","SHOGUN: Total War™ - Collection","Action","Strategy",NA,195,204,55
"2250","Star Chef: Cooking & Restaurant Game","Casual","Free to Play","Indie",180,8,13
"2251","Changed","Adventure","Indie","RPG",171,1472,123
"2252","SoulSaverOnline","Free to Play","Massively Multiplayer","RPG",159,84,53
"2253","sheepChat","Audio Production","Design & Illustration","Utilities",158,4,1
"2254","DeoVR Video Player","Utilities",NA,NA,137,72,13
"2255","Houdini Indie","Animation & Modeling","Design & Illustration","Game Development",122,23,0
"2256","Uptasia","Casual","Free to Play",NA,120,37,36
"2257","Hero Barrier","Action","Adventure","Indie",73,16,22
